,CHEMICAL_ID,SUB_PATHWAY,SUPER_PATHWAY,BIOCHEMICAL_NAME,CAS,KEGG,HMDB,PUBCHEM,MEAN_WITHIN_BATCH_CV,MEDIAN_WITHIN_BATCH_CV,ACROSS_BATCH_CV,NUM_CONTROLS_DETECTED,PERCENT_CONTROLS_DETECTED,TOTAL_CONTROLS,NUM_SAMPLES_DETECTED,PERCENT_SAMPLES_DETECTED,TOTAL_SAMPLES
99,800,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,cysteine,52-90-4;56-89-3,C00097,HMDB00574,5862.0,0.121414409588567,0.103532361624674,0.153836686655026,348.0,0.925531914893617,376.0,3486,0.946254071661238,3684
100,803,"Fructose, Mannose and Galactose Metabolism",Carbohydrate,mannose,3458-28-4,C00159,HMDB00169,18950.0,0.0825453092588173,0.0721165822265554,0.13232681975836,350.0,0.930851063829787,376.0,3505,0.951411509229099,3684
101,806,"Glycine, Serine and Threonine Metabolism",Amino Acid,dimethylglycine,1118-68-9,C01026,HMDB00092,673.0,0.0510237382148067,0.0410329432011222,0.0789536002554542,357.0,0.949468085106383,376.0,3492,0.947882736156352,3684
102,811,Alanine and Aspartate Metabolism,Amino Acid,alanine,56-41-7,C00041,HMDB00161,5950.0,0.057167632645192,0.0390921848276593,0.0861380670351214,353.0,0.938829787234043,376.0,3500,0.950054288816504,3684
103,815,Phenylalanine and Tyrosine Metabolism,Amino Acid,tyrosine,60-18-4,C00082,HMDB00158,6057.0,0.087808191725121,0.061248874115364,0.102173423698481,350.0,0.930851063829787,376.0,3479,0.944353963083605,3684
104,821,"Pyrimidine Metabolism, Uracil containing",Nucleotide,pseudouridine,1445-07-4,C02067,HMDB00767,15047.0,0.0563885496367413,0.0536477829001929,0.066111585344772,354.0,0.941489361702128,376.0,3524,0.95656894679696,3684
105,823,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",Carbohydrate,pyruvate,127-17-3,C00022,HMDB00243,1060.0,0.0475708543397244,0.0462973090357277,0.113744533678198,356.0,0.946808510638298,376.0,3495,0.948697068403909,3684
106,825,"Pyrimidine Metabolism, Uracil containing",Nucleotide,uracil,66-22-8,C00106,HMDB00300,1174.0,0.16548698621008,0.158075557377126,0.204054356623196,333.0,0.885638297872341,376.0,3104,0.842562432138979,3684
107,826,Pentose Metabolism,Carbohydrate,xylose,609-06-3,C00181,HMDB00098,135191.0,0.296388565026348,0.259369269058793,0.311393362243964,196.0,0.521276595744681,376.0,1909,0.518186753528773,3684
108,827,"Pyrimidine Metabolism, Cytidine containing",Nucleotide,cytidine,65-46-3,C00475,HMDB00089,6175.0,0.239615104263214,0.256873295657953,0.276294541207326,256.0,0.680851063829787,376.0,2566,0.696525515743757,3684
109,848,Tobacco Metabolite,Xenobiotics,cotinine,486-56-6,,HMDB01046,854019.0,0.0979724422408717,0.0885711278574101,0.658588221673813,344.0,0.914893617021277,376.0,259,0.0703040173724213,3684
110,849,Xanthine Metabolism,Xenobiotics,caffeine,58-08-2,C07481,HMDB01847,2519.0,0.0667862061782633,0.0637535363074793,0.278683302666166,352.0,0.936170212765957,376.0,3321,0.901465798045603,3684
111,878,"Fructose, Mannose and Galactose Metabolism",Carbohydrate,fructose,57-48-7,C00095,HMDB00660,5984.0,0.253719934639909,0.207947156632378,0.343899016484098,349.0,0.928191489361702,376.0,3499,0.949782844733985,3684
112,880,"Purine Metabolism, Adenine containing",Nucleotide,adenine,73-24-5,C00147,HMDB00034,190.0,0.241021178622237,0.231783816893815,0.337906391488133,348.0,0.925531914893617,376.0,3422,0.928881650380022,3684
